Unnamed: 0,zipcode,communications,communications lat,communications long,energy,energy lat,energy long,food_water_shelter,food_water_shelter lat,food_water_shelter long,hazmat,hazmat lat,hazmat long,health_medical,health_medical lat,health_medical long,safe_sec,safe_sec lat,safe_sec long,transportation,transportation lat,transportation long,population,zillowprice,total lifelines
122,02421,0,0.0,0.0,3,42.46609116,-71.20783234,28,42.447029,-71.227835,1,42.4355846,-71.2347666,43,42.44748,-71.23031,8,42.44862,-71.22962,2,42.4352793,-71.23475129999999,17342.0,1083863.0,85
123,02445,7,42.33344,-71.1185,1,42.33041,-71.12569,39,42.33497,-71.15007,0,0.0,0.0,75,42.339119,-71.1380463,23,42.33723,-71.14641,10,42.33821500000001,-71.139445,20679.0,1066483.0,155
124,02446,11,42.34205,-71.11967,5,42.34644699,-71.12854004,55,42.3462568,-71.10727370000002,0,0.0,0.0,129,42.35802,-71.05265,13,42.3412984,-71.12080300000002,7,42.341008,-71.12576,29311.0,945072.0,220
125,02451,6,42.37477,-71.23702,6,42.37650681,-71.24333954,61,42.375605,-71.252463,0,0.0,0.0,41,42.39487,-71.26104000000002,9,42.375949,-71.241425,10,42.37593,-71.23985,17426.0,582251.0,133
126,02452,5,42.37974000000001,-71.26134990000001,0,0.0,0.0,27,42.37628873,-71.23718217,0,0.0,0.0,21,42.38734,-71.20143,13,42.3785203,-71.224464,5,42.37657100000001,-71.23535890000002,14238.0,627601.0,71
127,02453,5,42.36572504,-71.23836402,6,42.37507,-71.21070999999998,48,42.36012351,-71.23923438,2,42.382752,-71.2070411,44,42.3833585,-71.20077727,4,42.37075309,-71.23779807,13,42.36598,-71.22971,28968.0,590785.0,122
128,02454,0,0.0,0.0,1,42.37039249,-71.22130208,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,42.36732002,-71.24141529,,607387.0,4
129,02455,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,42.358333,-71.060278,0,0.0,0.0,1,42.351385,-71.06695400000002,,,2
130,02456,0,0.0,0.0,0,0.0,0.0,3,42.34650900000001,-71.258619,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,3
131,02457,0,0.0,0.0,0,0.0,0.0,2,42.307861,-71.27877,0,0.0,0.0,0,0.0,0.0,1,42.29962715,-71.26484742,0,0.0,0.0,1432.0,,3
132,02458,2,42.357074,-71.1858743,3,42.35664000000001,-71.18799,25,42.36114,-71.19941999999998,0,0.0,0.0,35,42.3570994,-71.1864594,5,42.3554048,-71.194728,2,42.35255,-71.18628000000002,12131.0,991905.0,72
133,02459,13,42.3303352,-71.19478640000001,4,42.31930442,-71.181411,41,42.330864,-71.191523,0,0.0,0.0,52,42.3144989,-71.19223022,12,42.33739155,-71.2087772,8,42.3144989,-71.19223022,19095.0,1385992.0,130
134,02460,5,42.3504202,-71.20888659999999,1,42.35134,-71.21025,15,42.35005997,-71.20687254,0,0.0,0.0,15,42.3501,-71.20962,6,42.35158,-71.20954,2,42.35181991,-71.20520706,8742.0,985883.0,44
135,02461,4,42.4186418,-71.14485520000002,6,42.31886220000001,-71.211437,29,42.33078,-71.20953,0,0.0,0.0,15,42.3220444,-71.2066574,4,42.32163981,-71.20883598,1,42.32112316,-71.20818278,7059.0,1085294.0,59
136,02462,0,0.0,0.0,1,42.33033955,-71.25472376,3,42.3305487,-71.2546005,0,0.0,0.0,8,42.327738,-71.2523968,4,42.32569807,-71.25682224,2,42.32632,-71.25476,1554.0,929896.0,18
137,02464,1,42.309845,-71.21476159999997,1,42.31468,-71.22502,18,42.3093,-71.21374,0,0.0,0.0,17,42.312619,-71.225577,4,42.31008768,-71.22072212,1,42.31885959,-71.21659024,2953.0,736801.0,42
138,02465,3,42.3490899,-71.22717,2,42.35005,-71.2252199,17,42.349081700000006,-71.22829990000002,0,0.0,0.0,13,42.3497,-71.2262,11,42.34953,-71.22715,4,42.34524,-71.23479,11710.0,967613.0,50
139,02466,4,42.347457,-71.246216,2,42.34457,-71.25801,11,42.34700762,-71.24606431,0,0.0,0.0,10,42.3395087,-71.2491658,8,42.34648427,-71.24940097,6,42.3954844,-71.1424763,8096.0,984819.0,41
140,02467,9,42.3319626,-71.15869140000002,1,42.30707932,-71.14709473,26,42.296439,-71.15701,0,0.0,0.0,33,42.3232093,-71.1663397,8,42.30238773,-71.15037985,1,42.33293,-71.17235,22491.0,1169488.0,78
141,02468,1,42.32648738,-71.23024464,0,0.0,0.0,4,42.326429,-71.230225,0,0.0,0.0,2,42.329224,-71.223865,1,42.32634321,-71.23032242,1,42.3256111,-71.2297897,5273.0,1501518.0,9
142,02471,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,42.36715,-71.18727,,,1
143,02472,10,42.36412,-71.15755,13,42.37508,-71.187522,67,42.36213,-71.153326,0,0.0,0.0,68,42.363632,-71.16247740000001,24,42.37099,-71.20102,7,42.3647144,-71.17934050000002,32014.0,623505.0,189
144,02474,7,42.405076,-71.141737,6,42.414707,-71.13871800000003,47,42.4033049,-71.139445,1,42.4313519,-71.1596354,35,42.4163776,-71.1497536,16,42.4068307,-71.1438735,6,42.42042542,-71.15666199,26312.0,773354.0,118
145,02476,6,42.4167599,-71.16215,3,42.4217941,-71.17282370000002,28,42.418033,-71.164488,0,0.0,0.0,34,42.4157636,-71.1533336,13,42.415893,-71.156343,4,42.35159629,-71.06865571,16532.0,767611.0,88
146,02478,11,42.39726,-71.1757547,11,42.40327072,-71.16728973,33,42.38099002,-71.17560703,0,0.0,0.0,45,42.39762,-71.1757,19,42.395754,-71.174379,5,42.395896,-71.17619,24664.0,1042076.0,124
147,02481,5,42.32593155,-71.25246429,3,42.32498169,-71.25907135,23,42.291228,-71.303055,0,0.0,0.0,53,42.324721,-71.253748,7,42.314723,-71.270861,3,42.315326,-71.24468399999998,16244.0,1524765.0,94
148,02482,5,42.30097,-71.293216,5,42.29978733,-71.29272737,37,42.29615332,-71.29841834,0,0.0,0.0,22,42.299316,-71.29424399999998,6,42.304609,-71.31242900000002,6,42.29575348,-71.29310608,10306.0,1215810.0,81
149,02492,5,42.2806029,-71.2370423,2,42.28044000000001,-71.2395,29,42.28249458,-71.23674399,1,42.2849374,-71.24452109999999,31,42.2911377,-71.25431061,6,42.28058,-71.2334,3,42.28154373,-71.23485565,19931.0,1067279.0,77
150,02493,2,42.36689000000001,-71.30171,1,42.3684857,-71.27217929999998,7,42.3669425,-71.3007764,0,0.0,0.0,12,42.34968948,-71.260849,10,42.3377083,-71.265225,0,0.0,0.0,11261.0,1471778.0,32
151,02494,6,42.2984099,-71.2326,4,42.304626,-71.22065699999997,22,42.29268012,-71.23466012,1,42.2961,-71.23935,23,42.30999,-71.22731,8,42.29444948,-71.23515026,2,42.305169,-71.22166235,8955.0,904363.0,66
